chemical_cid,uniport_accession
644241,Q9XXC0
62452,O76258
23994,Q93332
1400,Q9NAH6
15991588,Q9N2V9
753,Q9XWV2
65249,P90849
1478,Q9N5U1
2513,G5EBT9
54746,Q86ME6
28864,Q86ME6
125017,Q9N3C7
447653,Q9XXC0
447077,G5ECJ6
2734054,Q7JKY3
8223,Q86ME6
2396,Q9XXC0
753,Q9XVK5
753,Q93761
440552,Q9GUM2
9934347,Q9XXC0
440552,Q21801
753,Q966G8
23994,P28191
23994,O44578
2396,Q9XXC0
446165,G5EBU3
681,Q86ME6
753,P34552
4565,Q9XXC0
11538992,Q7JKY3
5957,P34638
888,Q9XWZ3
51,Q9NAM7
456214,P03949
439750,Q21817
23994,P52709
33032,Q21544
17749728,O44562
3559,Q86ME6
753,Q9N384
125132,Q9TZB1
753,Q23089
165151,Q22018
447077,Q9XXC0
5311,Q18477
753,O45827
750,Q9TZB1
338,Q960A1
60852,P91093
9927355,Q966I0
23994,Q9BL46
5005498,Q23356
448537,Q966I0
5327155,Q9TZB1
5073,Q86ME6
14205264,A9UJN4
445966,Q9XXC0
5287844,O44562
5330812,Q9XXC0
33032,Q93650
679,P34545
5327066,Q9XXC0
888,Q9BIG4
24916788,Q2L6Y6
447546,Q8IG39
159866,O01815
23994,Q9XVP0
4543,Q86ME6
23994,Q9U370
1694,P34638
9543420,G5EBU3
23994,H2KYH3
31275,A7LPE4
888,O01326
3062316,G5ECJ6
28864,Q86ME6
170018,Q9XXC0
888,O44164
46937152,Q93341
1060,Q17790
7504,Q9N599
5957,H2KZL6
702,O44164
888,G5EE14
867,Q9U2Z2
77022,Q965R0
753,Q9U2Z2
17754204,Q9N599
23994,A7LPG5
4184,Q86ME6
6119,Q9XXK1
888,Q19826
40539,Q10914
23994,Q9XVK5
379,O02089
5288017,Q9XXC0
753,Q10457
888,Q9XXC0
888,Q93338
753,Q18276
447098,Q93341
6083,Q9XVZ6
24808499,Q9TZB1
23994,Q20647
23994,P98061
154575,Q9N2V9
134856,Q9U1R7
446167,Q94272
4369379,Q9XXC0
439202,G5EGI1
753,Q22825
5288834,Q9TZB1
3168,Q86ME6
2159,Q86ME6
888,Q22501
679,Q8I4E5
129211,Q86ME6
54369,Q93341
5961,Q9XX97
4926,Q86ME6
65124,P31161
6083,Q9U302
5002,Q86ME6
5957,O16785
8003,H2L0G7
447048,Q95Q89
5452,Q86ME6
888,Q21306
11493841,Q95ZQ3
1567,Q94231
6083,Q20230
23994,P34652
446504,Q94316
8172,O02092
11338033,Q9XXC0
68841,Q9XXC0
888,O01583
753,Q17490
888,Q09630
447725,Q9XXC0
152441,Q8T3G2
62867,Q86ME6
24778299,Q93341
888,Q23493
5329103,Q9XXC0
11314340,Q23356
2520,Q86ME6
1567,Q20487
6288,Q9N384
753,Q10929
5289419,Q9XXC0
23994,Q23670
440552,Q9U3M2
888,O45657
753,P98061
888,Q17388
440552,Q9GUM2
156422,Q9XXC0
888,Q27874
259994,Q94013
888,Q9N5E4
23994,Q9GYI0
23994,O18650
23994,Q09597
888,Q21952
23994,Q8IG39
447027,Q9TZ33
5291,Q9XXC0
753,Q95QI7
4543,Q9N3C7
2818,Q6BET0
7504,Q9N599
23994,Q9XXD0
115237,Q86ME6
888,Q9XXI1
3168,O44164
888,Q9U2X0
2444,Q86ME6
23994,Q18250
1051,Q94055
4543,Q86ME6
753,Q86G90
3034285,Q9N5E4
888,O16453
611002,Q9XXC0
1567,Q9U2F5
5957,P48158
23994,G5EEY5
23994,Q18231
31275,Q9XWZ3
888,Q22744
996,Q23089
888,O16517
5798,Q9XWZ3
92105,Q21253
3758,Q9N2V9
888,Q9XWZ3
985,Q9XXJ2
176870,P03949
5330812,Q9XXC0
446504,G5EBU3
23994,Q18566
2913,Q86ME6
753,B5BM27
5330812,Q9XXC0
23994,Q9XX56
888,Q9N4F3
643975,Q20063
5287845,Q9XXC0
9305,P34273
888,Q9XXC0
5287600,Q09543
888,Q03604
888,Q20487
11213558,Q9XXC0
8515,Q9XXC0
679,Q9XXC0
2406,Q86ME6
6852201,P34638
23994,P41958
25163987,Q9XXC0
888,Q9XXC0
448976,Q2L6Y6
5312125,Q86ME6
6119,O45827
46937130,Q9XVP0
21307,Q09545
72886,P34529
888,Q9N3Y4
443884,Q86ME6
753,Q20060
5330812,Q9XXC0
23994,Q21554
753,Q9TZI9
9543437,Q9XXC0
23994,Q9U1W8
8172,P41958
11213558,Q9XXC0
888,Q9XXC0
51,Q17765
447958,P34638
6726,Q86ME6
3386,Q86ME6
753,Q9U1R7
447256,Q7JKY3
753,P54871
23645698,Q7JKY3
65249,Q18426
9543437,Q9XXC0
23994,Q9XVZ6
23994,Q18990
448580,Q9N5E4
5957,Q05036
888,O44538
23654841,Q966I0
119031,G5EFD9
23994,Q18489
753,Q9N5Z3
23925,P31161
158397,Q10914
753,Q95Q32
23994,Q95Y41
440552,Q9N384
753,Q95YB8
753,Q95YB8
68841,Q9XXC0
170018,Q966I0
72886,G5EEY5
1051,Q9XXD8
888,P34529
753,Q9U2M5
8172,Q18566
888,P53016
3337,Q86ME6
888,Q2L6Y6
24856363,Q9XXC0
753,Q93761
753,G5ECQ8
170018,Q9TYY8
440552,Q9U3M2
2901,P29355
456255,Q22189
5330812,P20792
65063,Q9NF11
983,Q19980
23994,Q18581
888,Q9TZZ9
10972974,Q21817
753,Q93725
1547484,Q86ME6
6419766,Q9XXC0
2913,Q86ME6
24856363,Q20660
5957,Q21253
753,Q94241
750,G5EDC5
753,Q09530
8172,G5EED8
753,Q18040
5330812,Q9XXC0
5330812,Q9XXC0
753,G5EGA4
447961,P34638
6419766,Q9XXC0
6914621,Q94316
888,Q19311
6083,Q9XVZ6
888,Q9XXC0
3062316,H2KYY2
449125,Q9TZB1
753,O45657
71360,Q86ME6
679,Q17551
5494425,Q9XXC0
23994,Q7YTG9
25023709,Q9XXC0
888,Q9XWZ3
3559,Q86ME6
446094,Q09527
115237,Q86ME6
2995,Q86ME6
6305,G5EED8
5330812,Q23356
16362,Q86ME6
4636,Q86ME6
5723,Q9N2V9
24883477,Q9N5U1
657081,Q9N384
647,Q95XC4
44129612,P58798
6083,Q93615
753,G5EDW8
25187896,Q93341
5288834,Q95Q32
8226,Q86ME6
165339,Q21762
92105,Q8MQE6
68841,Q19764
1983,B6VQ95
867,Q9UAV5
2088,P91093
4680,Q9N2V9
753,O18230
888,Q9XXI7
867,Q09567
60961,O02228
25174101,Q9XXC0
11314340,Q9XXC0
449088,Q9XXC0
6274,Q9TYQ6
753,O44954
5951,Q9U1W7
125132,G5EDC5
961704,Q95ZN7
5288834,O16785
2196,Q10914
753,H2KYH3
3696,Q86ME6
387447,Q9N599
1881,Q93341
23994,O45948
888,Q9TZL8
24180719,H2KZW5
985,Q9XU81
971,Q9TYQ8
5288834,Q9TZB1
5957,Q9U2M5
3151,Q86ME6
447873,Q9XXC0
449005,Q9TZ33
888,Q18547
888,O17759
2396,Q9NAH6
750,Q9BL46
5957,Q9XXC0
23994,Q95QI7
23994,P48152
16362,Q86ME6
5329103,Q9XXC0
753,Q9U1R7
23994,Q9XXC0
588963,P58798
1567,Q17765
10917,Q9XUN8
193653,Q966I0
72886,Q2AAB9
171548,O01864
702,Q9TXY8
5732,Q6BET0
2160,Q86ME6
8172,Q9U2F5
70807,Q93332
753,Q93716
1051,P41931
5281614,Q9XXC0
8172,O16259
11213558,Q9XXC0
448943,Q9XXC0
439750,Q9TZ33
30819,P34400
216239,P03949
447371,Q9TYQ8
24963048,Q9XXC0
2913,Q86ME6
4095,Q9N3C7
1051,Q94055
888,Q21253
425841,Q9N588
439356,H2KZL6
4369379,Q9XXC0
84815,Q27538
1948,G5EBU3
985,O02173
65094,Q19127
10450114,Q7JKY3
23994,Q9TXY8
239,O45827
68841,Q0MQ68
888,Q9XXC0
170018,P53589
888,Q19133
1615,Q9N3C7
888,Q09315
867,Q18678
449005,Q21817
447695,Q9TZB1
3520,H2KYP2
165331,Q9N2V9
888,Q9N2V9
6852154,Q966I0
4026,Q9XXU5
10972974,Q9TZ33
25058141,Q2L6Y6
84815,Q93332
753,G5ECZ0
5330812,Q9NB31
2477,Q86ME6
9543517,Q9XXC0
444412,Q09582
5484727,Q18581
753,Q9XXC0
11314340,Q9XTG7
3034010,Q965S2
3016,Q6BET0
4205,Q86ME6
5288834,P91982
312145,Q94125
25113181,O44562
1053,Q9XX97
448580,Q9TZ33
8515,Q23356
448580,O44562
888,Q1ZXV0
643975,Q95YB2
529,Q9TYQ8
6083,Q9N3S5
23994,O62512
753,G5ECX0
753,Q86D99
888,P53013
4369452,Q9TZB1
888,Q19088
753,Q9XWE1
985,Q965W1
1720,Q09525
72886,Q21762
46937117,Q9XXC0
7339,Q9NF11
146719,G5EED8
23994,P91133
10172943,Q9XXC0
379,Q95ZR9
24180718,O44997
6834,Q86ME6
55245,Q966I0
124087,Q9N3C7
4436,Q86ME6
11505541,Q93379
446386,Q95ZN7
439153,Q965R0
888,Q93315
134856,Q9XW79
5329102,Q9NAH6
888,P91134
936,Q22279
68841,Q19019
6914621,G5EBU3
447873,O45818
9861547,Q94316
23661697,Q7JKY3
5005498,P20792
23994,Q9N426
5452,Q86ME6
6083,Q20230
6083,O44997
5957,Q9N4N4
23994,Q19087
753,Q94125
637517,Q965W1
753,Q23449
4066,Q86ME6
753,Q9U2F5
444108,Q19752
753,Q09567
33032,Q93650
753,Q9U2M5
753,Q9U1R7
2678,Q86ME6
115237,Q86ME6
14205264,Q9XW79
2396,Q9NAH6
23925,Q8I4E5
5326870,Q9XXC0
5005498,Q9XXC0
5494425,Q9XXC0
1045,O02655
980,Q9N384
5289419,Q23356
3598,Q9XXC0
6540289,Q9XXC0
5329102,Q23356
1369,O44578
46937117,Q9XXC0
753,Q86MG7
51,Q09973
888,Q2L6Y6
72886,Q9N5N4
753,G5ECE8
33032,Q10914
6540289,Q9XXC0
439750,Q20779
5326871,Q9XXC0
2801,Q86ME6
12374,Q9U2U0
23994,Q9U2M4
6083,Q9XWZ3
4543,Q86ME6
165339,O17798
3964,Q86ME6
5288834,Q93619
72886,Q9XXC0
753,Q5TYK5
5287652,O17966
23994,Q9XU12
23994,P90849
5494422,Q7JKY3
753,G5EGK1
888,Q9N599
23994,Q9TZ33
4601,Q86ME6
11987846,Q966I0
8064,G5EGJ9
8515,A7WK47
6262,Q18990
753,Q9N384
456214,O44562
867,Q9N4K2
72886,Q9XXI7
23994,Q20173
170018,Q9XXC0
16842,Q94392
448650,Q9UAV5
5288679,Q966I0
888,Q17413
447961,Q9XXC0
888,O45827
888,P91093
2801,Q86ME6
22489160,Q10914
28864,Q86ME6
888,Q94231
165339,Q19655
446337,Q93761
9549180,Q966I0
40539,Q93332
6083,Q95YB2
5289321,Q9XXC0
6083,Q9BI98
753,Q2L6Y6
643975,Q19655
5226,Q22279
2726,Q86ME6
443388,Q93341
5329103,Q9XXC0
6083,Q9XUY2
888,Q21817
5494425,Q9XXC0
6914660,Q9UB28
43815,Q9N3C7
68841,Q95QI7
11338033,Q9XXC0
51,Q9U3P9
753,Q9XVK5
6852147,G5EBU3
753,G5EBT9
5291,O44562
5568,Q86ME6
54746,Q86ME6
753,Q9N4S0
6443013,Q966I0
23994,P91119
5326843,Q9XXC0
4158,Q9N3C7
1567,Q9XXC0
4917,Q86ME6
888,Q19869
165339,Q9TXM0
1567,Q966G8
888,O44562
156422,O44562
216239,H2KZW5
4748,Q86ME6
753,Q09409
643975,Q95YB2
3151,Q86ME6
6914659,G5EGJ9
4528,Q9N3C7
643975,Q95Y41
888,P41885
753,G5EDW8
753,Q9XWZ3
93114,Q93341
888,Q9XV44
753,Q22885
753,Q9XWV2
27402,Q86ME6
165339,O02089
25011730,O61460
23994,Q09543
2513,Q9GYK2
1530,Q966I0
753,Q20183
446845,Q21817
21078798,Q9XXC0
15541,Q9XVP0
888,Q9N4K2
980,P91982
24894158,Q9XXC0
24856363,Q9XXC0
4927,Q86ME6
5870,Q966I0
5656,Q9N3C7
5961,Q9N5X5
23994,Q18861
753,Q9N3S5
11524144,A7WK47
5957,Q9GZH2
447339,Q8IG39
1567,Q9N5S0
126941,Q9N588
9933197,G5EBU3
449005,Q9BL34
750,Q93341
165331,Q9XXC0
2564,Q86ME6
643975,O17860
337359,Q9U2J6
753,Q19842
5288834,Q9UAV5
5330197,O61460
25210531,Q9U221
456214,Q9XXC0
753,P41938
4078,Q86ME6
5494425,Q9XUJ7
30819,Q9XW37
193653,Q966G8
65552,O44578
6420149,Q94055
753,G5EE01
3062316,Q9XXC0
5326739,O44562
446862,Q9N4K2
9750,P34638
5957,Q17684
71329,O44164
445155,O44578
753,Q09615
156422,O61460
6306,Q10651
753,Q21952
24752844,Q7JKY3
446073,Q9XWZ3
5326739,Q9XXC0
753,Q9XV44
24861080,O61460
92249,Q9XXI7
5288834,Q22972
46937130,P48152
753,Q9XXC0
23925,Q20993
23994,Q9XXD0
753,Q9N3Y4
448009,Q93725
24836813,O61460
5950,Q9U2F5
221493,Q965R0
11213558,O61460
24801862,Q9XXC0
6083,P34346
5960,G5EGQ9
1567,Q9NH52
23994,Q966I0
1005,Q9TYQ8
23994,O18229
2818,Q86ME6
23994,P55113
7504,Q9N599
446073,Q9XWZ3
23994,Q9U2M5
888,P34539
5957,Q09345
6140,Q9N3F2
5288834,Q9XWZ3
1060,Q9TYQ8
8172,Q9XVZ6
31275,Q94231
753,Q9XUS5
5004,Q9XXC0
188350,Q09438
5330812,Q9XUJ7
8172,Q9XWV2
5951,P52709
6918852,Q9XXC0
2216,Q86ME6
5329102,Q968Y9
24941249,Q9N2L7
753,P20792
23925,Q21773
170018,Q9XVK5
753,Q9XXI1
753,Q9GZH3
2725,Q86ME6
3396,Q86ME6
100714,Q18924
23994,P30429
8172,O44578
3022,O44578
888,Q22015
656968,Q9N2V9
2818,Q86ME6
10531,Q86ME6
888,Q9XXC0
5566,Q86ME6
888,G5ECV9
5288998,Q17765
10339710,Q9XXC0
974,Q9UAV5
440552,Q09277
5312137,Q9XXC0
753,Q20390
60795,Q86ME6
2726,Q6BET0
447027,Q21817
448009,Q9BHL6
10039403,G5EBU3
44093,Q18581
5329102,O76411
753,A5PEY3
124087,Q9N3C7
5005498,Q9U1Y5
753,Q9XVE6
456214,Q9XXC0
4205,Q86ME6
5330812,Q21029
8172,Q22137
24808489,Q968Y9
941361,G5EE47
3038525,P03949
379,Q9XXC0
2801,Q9N3C7
23994,G5EEI1
888,Q9UAV3
16362,Q86ME6
5005498,Q9XXC0
23994,Q9XV44
312145,Q9N2L7
941361,Q86ME6
888,Q09615
753,Q9XXI7
5957,Q8MXU3
72886,G5EE74
888,Q09376
23994,Q10914
888,Q22070
753,A7UQ09
888,Q9UAV3
72886,Q9TZB1
760,Q94055
5287600,Q9XW79
448400,P91093
440552,Q9N384
445501,Q8I4E5
3343,O02228
4543,Q86ME6
888,Q95Q25
5288834,Q965N9
6291,Q9N3C7
1615,Q9N3C7
23994,O45502
644241,Q95ZV7
5957,Q86MI3
867,Q9U2F5
23994,Q966I0
11840979,Q2L6Y6
23994,O02639
91867,Q965R0
9547884,Q9XXC0
23994,P90731
446916,G5EGQ9
5329102,Q9XXC0
5957,Q9N5K2
753,H2KYW1
941361,Q86ME6
3869,Q86ME6
5330812,Q9U1Y5
753,Q19192
5288834,Q20660
165339,Q27538
5761,Q86ME6
753,Q20487
24836816,Q2L6Y6
6005,Q86ME6
888,G5EES6
11314340,O76360
888,Q9XXC0
8172,O16785
5494425,O44562
888,P91443
25134257,Q9N588
673,Q95PW9
447656,P34638
1188,Q22419
9826528,Q9XXC0
2160,Q86ME6
888,P34288
5280961,Q966I0
23994,Q21265
23994,Q9NH52
2818,Q86ME6
1547484,Q86ME6
90206,Q9XXI7
11710963,Q7JKY3
1051,Q9XX97
30819,P03949
68841,Q9XXC0
5288238,Q9XXC0
124886,Q9XTU9
448009,Q9XXC0
5957,Q8MQE6
888,Q22308
54477,Q86ME6
679,Q20176
445951,Q9XXC0
2396,Q9Y1J3
23994,O45499
449190,Q9N2V9
753,O76411
588963,Q9XWV3
84815,Q93332
25113157,Q93332
13765,Q966I0
888,Q9BKQ5
753,P34342
227,Q9N4Z0
6083,Q9BHL6
447027,Q09567
888,Q9GYK2
65124,Q27538
2913,Q86ME6
753,Q9XU12
446094,Q09506
72886,Q9TZB1
888,Q86MF0
28864,Q86ME6
3151,O44164
5957,Q9GR61
165339,Q9XU81
447873,Q9XUJ7
5288834,Q9U1W8
65063,G5EET2
3157,Q86ME6
439750,Q9TZ33
23994,Q9XXK1
888,Q9TXM0
124886,Q9XXJ1
439750,Q9N5E4
6604229,Q10914
2179,Q960A1
888,Q9XXC0
888,Q23165
156422,Q20660
23925,Q09519
4564,P34638
6419766,Q9XXC0
1757,Q9TZB1
888,O45577
753,P91125
753,Q27538
1053,Q9XXD8
446414,Q8I4E5
2435,Q86ME6
70815,Q10457
4634,Q9N3C7
7245,Q9XXC0
888,Q9XWB7
447961,Q9XXC0
5288834,Q20660
6083,O17590
753,Q9U1W8
444795,Q86ME6
181976,Q95XN1
888,Q9N4M0
10317619,Q9XXC0
125132,P27715
72886,Q9XWV2
65249,Q9BL34
1051,P55216
753,Q9XVS7
1051,O44538
888,Q9XXC0
11572962,Q7JKY3
70815,P41958
2818,Q86ME6
5327155,Q9TZB1
11516136,Q7JKY3
10198228,Q7JKY3
23644582,Q9XXC0
888,P34562
445840,Q9XXC0
888,Q18780
888,Q05036
82148,Q86ME6
62258,Q9N3C7
656909,Q86ME6
4926,Q86ME6
5494425,Q9XXC0
5287620,Q94231
23994,Q9TZZ9
448971,Q2L6Y6
4541,Q86ME6
156422,Q9XXC0
23994,Q19537
1045,P41931
51,Q95XN1
643975,Q19749
679,Q10914
888,Q05036
6914609,Q9XXC0
888,Q9XWZ3
4636,Q86ME6
2995,Q9N3C7
753,Q21750
753,P30627
5288834,Q20660
449005,Q21817
23994,A4LBC2
6468,G5EGQ9
753,Q23400
5326868,Q9XXC0
888,Q23255
5330812,O17566
5291,Q95ZV7
4926,Q9N3C7
23994,Q17820
33032,P54412
753,Q9XU81
753,Q19326
23994,Q94241
5280343,Q9XXC0
9956726,Q966I0
5288679,Q966I0
72886,Q27538
5724,Q9U2J6
5288834,Q22227
8172,P52652
5862,Q65CM5
11610553,P91119
753,Q18581
23994,Q966I0
447077,H2KYY2
753,Q21693
444,Q86ME6
888,Q94231
764,Q21773
23925,Q966G8
1567,Q9XWZ3
210332,Q9XXC0
643975,Q17574
5288615,Q94316
60149,O44164
60795,Q86ME6
53232,Q19207
68841,Q9U370
3396,Q86ME6
6140,Q23528
5862,Q6DNF3
888,Q22013
888,P91500
446862,Q9N4K2
23994,P53589
6083,Q9XXC0
2520,Q86ME6
888,Q95ZS6
753,Q9XVK5
996,O17066
5961,Q9XX97
888,Q9XX00
170018,G5EBW2
753,Q9XXC0
445840,Q9XXC0
5494425,Q9XXC0
4543,Q9N3C7
3559,Q86ME6
10531,Q86ME6
753,Q9UAV5
3964,Q86ME6
936,Q22279
5957,Q22018
14205264,Q9U1R7
5957,Q9XXC0
888,Q19546
9547915,Q9TZB1
5288834,A5PEW5
8172,Q9TZB1
5329102,O44997
5289419,Q9XXC0
753,Q9XV44
5330812,O45818
5330812,Q9XXC0
753,O44997
753,Q22307
23661697,Q7JKY3
444795,Q966I0
11213558,Q9XXC0
23925,G5EBV0
6918710,Q9XXC0
888,Q09630
888,Q09615
888,Q9XWZ3
5312137,Q9XXC0
11572962,Q7JKY3
10342449,O01815
171548,Q9GZI3
5164,Q9XXC0
51634,Q8WQB2
23994,Q9N4E9
1567,Q20939
5957,Q9XXC0
24768547,Q7JKY3
6057,P49713
9547915,Q9TZB1
644241,Q9XXC0
11960529,Q09525
753,Q9XVK5
68841,Q17607
91867,Q965R0
23994,Q18624
165331,Q94055
33032,Q09630
5587,Q86ME6
5775,Q86ME6
753,Q9N4S0
643975,Q93379
643975,Q22017
888,Q9TYL2
888,Q9XXK1
1051,Q9XXD8
5280443,Q966I0
33032,Q966G8
643975,H2KYN3
753,Q27526
5862,Q17383
23994,Q10914
643975,Q09545
23627203,Q94316
888,O61528
888,Q09527
5289419,O44562
1567,Q9N5R9
4993,Q22492
888,Q17632
1060,B1GRK5
753,O61845
888,Q94055
156422,Q23356
888,O01761
5819,O44578
23994,P34529
5327067,Q9XXC0
15942662,Q966I0
440552,Q9N384
657081,Q9N384
36314,Q8MQ20
10224714,Q9XXC0
68841,Q95QX5
5288834,O16273
2099,Q86ME6
4926,Q86ME6
23994,Q2YS41
5452,Q86ME6
5757,Q966I0
888,Q9N4T5
2247,Q86ME6
57030,O01815
2818,G5EE47
446073,Q9XWZ3
656966,Q9N2V9
5330812,Q9XXC0
5327155,Q9TZB1
23994,Q965N4
5288598,Q10914
447077,Q9XXC0
4946,Q86ME6
679,O44578
60149,Q86ME6
753,Q94055
10200651,Q9XXC0
449087,P34638
888,O44562
23994,Q9XVK5
3372,Q86ME6
1587957,Q9XXC0
5862,Q94055
8172,Q2AAB9
888,Q19683
4601,Q86ME6
6057,P49713
888,Q09533
5287467,Q19752
25113145,Q9N588
65249,Q20779
8515,O44997
5288834,P91093
44129630,Q10914
23994,Q18624
5957,Q17820
753,P41938
23994,Q19103
529,Q9TYQ8
169148,Q9N576
1567,Q94231
5957,P30429
447145,P91134
888,Q9XVZ6
3827,Q86ME6
5494425,Q9U1Y5
888,P53589
6106,Q27245
73271,Q18164
753,Q22825
16078,Q86ME6
867,O44954
87031,Q9XXC0
888,Q9GUG2
5957,Q20143
4636,Q86ME6
11213558,Q9XXC0
23994,Q93725
44629555,Q9XXC0
888,Q21544
239,Q9XXK1
134497,Q7JKY3
2170,Q86ME6
643330,P31161
5329102,Q9XXC0
23994,Q27536
888,O44441
305,Q9XUN8
5288834,Q18429
115237,Q86ME6
5311507,Q86ME6
24856363,Q20660
753,Q9N588
4369080,G5EBU3
11213558,O17566
1188,Q21773
888,O16228
5288834,Q93379
5329102,Q9XXC0
888,Q8WQF2
23925,Q966G8
888,G5ED80
888,O61967
6083,Q21774
888,A5JYU5
753,Q10914
2856,O44562
448978,Q9GZI3
23994,O02092
5862,Q20893
753,Q9N4P9
760,Q10663
753,Q9XWZ3
11338033,Q9XXC0
11213558,P03949
643975,Q22343
119031,G5EDW5
16750106,Q9XXC0
888,Q05036
2513,Q10914
888,Q94231
6057,G5ECI8
65059,Q93576
23994,Q9XXI1
23994,P34618
3034285,Q9TZ33
23994,Q9UAV5
5212,P91119
888,Q5TYK5
25174101,Q9XXC0
44129603,P34638
888,Q95XN1
5288123,G5EBS1
60795,Q86ME6
72886,Q21762
446073,Q9BKQ5
23994,Q966I0
5035,Q966I0
3373,Q6BET0
115237,Q86ME6
23994,Q9XUK7
273,P41931
5724,Q9U2J6
170018,Q27538
6419766,O44562
6083,Q27474
5327073,Q09660
440552,Q9GUM2
338,O17892
23994,O45784
888,O44510
5287418,Q19207
679,Q27245
447076,Q9TYQ8
753,O17892
167842,Q10914
28864,Q86ME6
888,O17860
753,Q9UB28
753,Q21053
5327130,Q9XXC0
888,G5EDE4
3671,Q9N2V9
23994,Q20646
888,Q9TXR4
753,P41848
643975,O44164
888,Q21544
124886,Q9N4S0
23994,Q23639
446862,Q21080
867,O44562
888,Q95Q32
888,G5EGQ3
8223,Q86ME6
888,Q9XUS7
753,G5ECS4
25113157,Q93332
888,Q9N2V9
5288641,Q9XXC0
888,Q95XX1
2520,Q86ME6
110634,P91119
888,G5EGB3
444764,Q9TZB1
5957,Q17820
440552,Q9N384
448173,Q8I4E5
753,H2KZ12
3033538,Q86ME6
888,Q9XU12
17754027,Q9XXC0
123831,O17909
5329103,A7WK47
4927,Q86ME6
753,P55216
5775,Q86ME6
753,Q19127
4828,Q86ME6
23994,B6VQ95
753,O61460
670,Q9N5C4
5326739,Q9NB31
8223,Q86ME6
23994,Q11185
2771,Q9N3C7
447655,Q9XXC0
985,Q20100
4566,Q9XXC0
888,Q18218
753,Q09615
1051,Q9N4K2
23400214,Q9XXC0
888,Q18580
3035817,Q9XXC0
124886,Q966G8
5291,P03949
5329103,Q968Y9
5280863,O44712
23994,Q18237
5494425,O76360
23994,Q9XVK5
4020,Q9N3C7
190,Q2L6Y6
753,Q9N3S7
23994,G5ED80
5287600,Q9U1R7
679,Q9XXC0
124886,Q9N588
753,Q9TYQ6
23994,Q9UAX1
3520,H2KYP2
5287969,Q9XXC0
68841,P03949
888,G5EBH0
64727,Q19207
888,Q18680
379,Q966I0
447027,O62215
753,Q9GYK2
14253,Q20390
5005498,Q9XXC0
3372,Q86ME6
447725,Q9XXC0
165339,G5EF86
10062718,Q9TZB1
1567,Q965S2
24800833,Q94316
3957,Q86ME6
888,Q9U299
5957,Q9XXC0
23994,Q20660
40539,Q10914
23925,Q20993
30819,Q9XXC0
170018,Q94231
23994,P91093
36811,O02228
398148,Q9XXC0
2513,Q9XW37
3168,Q86ME6
753,O01590
888,Q9XU12
5962,Q95ZQ3
888,Q21773
3062316,Q9N3S5
888,Q19749
5311447,Q18581
888,Q20143
11516136,Q7JKY3
23994,Q9N2V9
753,P50432
753,Q20143
753,G5EF96
888,Q9TZM3
23647657,P34638
124886,Q9XTU9
33032,G5EGQ9
8223,Q86ME6
6852206,Q9XXC0
119031,G5EBU3
9547901,Q9N5U1
90334,Q9XXC0
644241,H2KZW5
5329102,Q9NB31
4917,Q86ME6
30819,B6VQ60
888,Q9TZS5
753,Q9N3S5
941651,Q86ME6
888,G5EFQ4
10286159,Q966I0
753,H2L045
5494425,Q9NAH6
72886,Q2AAB9
16362,Q86ME6
888,Q9XXC0
679,Q9XXC0
2519,Q9N5U1
5289411,Q9XXC0
3151,Q86ME6
888,Q9XWZ3
60149,Q86ME6
6386,Q9TZI9
1051,O17860
124886,Q8WQA4
8515,Q9XXC0
15541,O17218
5961,Q9XX97
24875301,Q966I0
753,B3KYC0
23994,A3QMC5
888,Q9U334
84815,Q27538
657098,P29355
753,Q20060
5533,Q86ME6
5288217,O44578
216239,Q9XXC0
5452,O44164
5281672,Q9XXC0
6604229,Q10914
8172,Q21693
447960,Q9XXC0
70,Q9XXD8
5330812,Q9U1Z0
5957,P34539
5957,Q9XXC0
2405,Q86ME6
753,Q9XWZ3
888,Q9BL83
23994,Q19019
439691,Q19869
3062316,Q9XXC0
23994,Q9U263
888,Q9TZC4
5957,Q9XXC0
23994,Q9XXD0
23994,Q23451
753,P34638
753,Q2AAB9
888,Q9XWZ3
68841,Q22453
2170,Q86ME6
36811,Q86ME6
8071,Q8ITY6
888,Q9TZB1
23994,Q09374
68841,Q9U370
668,Q8T8B9
753,Q17632
5288834,Q22825
888,Q9UAV3
1567,Q9XVK5
5329102,Q9XXC0
753,Q8IG39
448661,Q9TZB1
5950,Q9N492
11338033,Q9XXC0
3964,Q86ME6
4158,Q9N3C7
57363,Q20344
5289419,Q9TZM3
9923,Q965R0
440552,Q21801
23994,Q09477
2267,Q86ME6
23994,Q21952
5330812,Q9XXC0
6047,G5ECI8
3396,Q86ME6
6834,Q86ME6
6083,P30636
28864,Q86ME6
753,Q9U2M5
888,Q9N3T8
62452,Q18276
24901723,Q9XXC0
753,Q9XXC0
941361,Q86ME6
967,O01815
25011731,O61460
72886,Q9N5N4
123648,Q8WQA4
439153,P90849
6419766,Q9XXC0
3168,G5EE47
753,O16785
2406,Q86ME6
888,Q23670
2159,Q86ME6
5289457,Q09567
753,P46580
4636,Q86ME6
446662,Q9TZB1
23994,Q9N4M0
60961,Q86ME6
753,O62215
753,Q93650
23994,Q23541
888,Q9XU12
6420130,Q22279
3559,Q86ME6
3042,Q86ME6
4917,Q86ME6
5494425,Q9XXC0
165339,Q966I0
132302,Q965R0
5574,Q86ME6
2403,Q9Y1J3
